Product: Daily Heating Degree Days
Regions: CPC::Regions::StatesCONUS
Weights: Population
NM|24|26|25|21|21|34|39|27|19|16|15|20|23|21|24|25|25|25|25|25|25|28|21|25|33|37|38|33|28|25|21|19|24|23|20|18|18|16|12|13|9|7|16|28|25|24|22|19|16|19|17|13|10|14|25|27|24|20|15|24|24|22|15|12|11|20|14|10|9|9|12|12|7|7|5|5|4|3|3|3|3|6|12|12|12|12|13|16|12|9|21|18|12|16|19|13|7|4|7|13|9|5|6|2|4|5|3|2|2|4|4|10|8|3|5|11|6|11|22|17|10|5|4|6|2|1|1|1|4|11|7|4|1|1|2|7|7|7|10|10|4|3|4|2|0|1|2|2|2|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
NV|24|24|23|22|22|35|33|22|17|17|16|20|21|22|22|24|25|25|23|25|22|24|24|28|30|29|29|27|23|20|20|19|17|15|14|16|15|10|10|8|9|14|17|14|13|13|13|16|16|16|14|12|15|24|27|27|24|24|22|21|17|15|12|14|24|19|13|7|6|4|4|4|3|4|3|3|4|4|3|4|7|12|11|11|11|11|11|8|8|15|9|6|9|12|8|4|4|7|14|12|8|4|5|10|7|4|4|4|5|5|5|4|4|4|5|4|5|9|8|5|3|2|2|0|1|3|8|5|4|3|2|3|5|5|6|8|7|8|5|2|1|1|0|0|2|2|2|1|0|0|1|1|0|0|0|1|0|0|1|2|3|4|5|3|2|1|0|0|0|0|0|0|0|0|0|0
NY|29|35|30|24|39|42|47|50|52|40|28|17|23|41|37|37|33|29|27|28|22|21|26|30|27|23|28|32|32|39|42|35|34|41|41|36|32|31|22|38|45|35|35|35|36|33|36|35|27|21|26|31|22|16|12|11|29|27|21|13|23|37|46|45|37|26|18|20|32|48|47|45|42|45|39|35|37|31|29|25|33|38|31|23|28|23|22|20|27|29|27|19|19|19|17|21|23|22|17|9|4|9|16|17|15|1|5|15|19|12|14|16|14|15|15|8|4|1|2|11|7|5|11|17|15|9|16|20|19|17|15|13|16|12|9|5|0|0|1|6|9|10|6|4|9|5|4|3|8|8|2|3|8|7|8|6|10|6|6|2|0|0|0|0|0|1|2|0|0|0|0|0|0|0|0|0
OH|30|24|19|31|46|56|56|53|44|29|20|12|34|34|35|28|17|26|25|19|14|13|18|25|21|27|34|35|36|37|33|29|35|42|42|31|26|17|23|40|37|22|17|29|26|30|35|23|14|15|18|13|11|5|2|19|32|27|17|12|30|36|38|26|19|11|18|20|31|41|39|36|41|42|36|35|28|27|25|18|34|28|12|4|7|8|13|17|12|14|22|18|11|9|10|16|24|21|10|1|4|11|12|6|0|0|5|7|1|0|7|16|14|9|4|0|0|9|6|1|1|13|15|14|14|16|17|19|17|7|7|9|8|3|6|1|0|0|1|2|0|5|4|4|4|2|0|0|0|0|0|2|1|0|0|0|1|6|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
OK|21|13|22|37|41|48|46|39|25|12|7|23|33|32|24|20|22|21|16|10|15|16|20|11|23|30|28|25|17|13|14|17|29|30|26|19|8|4|21|27|12|0|9|17|23|20|16|13|10|6|6|6|5|1|18|28|22|12|4|13|19|16|14|10|0|12|11|3|13|19|25|23|26|22|12|2|1|0|0|0|5|0|1|11|7|9|7|6|12|11|7|8|3|5|10|12|8|1|0|0|6|2|0|0|0|0|0|0|0|0|5|12|9|6|1|10|11|4|6|14|8|3|8|7|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|3|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
OR|35|36|39|40|42|42|40|33|32|31|33|36|38|37|34|31|28|24|24|26|27|26|27|29|31|26|26|26|25|24|26|31|31|29|26|22|29|30|25|20|23|26|26|22|21|19|19|21|24|25|24|25|29|31|34|30|32|32|29|25|25|24|27|31|31|28|23|19|14|20|15|17|13|15|21|22|19|20|22|17|21|22|23|22|24|22|19|20|23|20|19|20|22|20|15|14|19|25|24|24|23|20|23|24|21|19|19|15|18|20|15|17|19|21|21|20|22|20|17|16|19|13|2|1|13|19|17|13|9|7|15|21|22|19|18|20|19|12|8|7|3|0|0|12|11|6|1|1|3|9|5|7|4|8|9|7|5|3|10|14|17|14|16|14|12|13|8|4|0|0|0|4|2|0|0|0
PA|28|30|26|23|40|43|48|50|49|40|28|16|24|36|35|36|30|24|24|29|22|19|23|28|22|23|29|32|33|37|35|31|31|40|41|35|26|23|17|37|40|29|27|31|31|30|35|32|20|15|18|24|17|10|5|7|30|28|19|12|25|35|40|40|31|21|16|14|30|43|42|39|41|44|38|34|33|27|27|21|30|34|24|11|19|13|15|15|23|24|23|18|14|9|9|16|24|20|15|7|2|5|13|10|8|1|3|9|13|3|5|13|14|14|12|4|0|1|2|1|0|4|10|14|9|10|16|18|16|12|14|13|14|9|8|4|0|0|0|4|5|5|7|4|6|3|3|1|3|4|0|2|3|2|4|1|2|7|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
RI|26|33|26|22|34|37|43|48|52|39|23|15|18|40|34|36|31|28|25|29|20|21|27|26|26|23|25|28|29|36|41|33|33|38|39|32|30|30|22|30|46|39|37|34|37|33|32|34|29|18|24|30|22|17|11|10|25|26|22|15|15|34|46|43|38|28|16|18|31|47|46|42|33|41|37|32|33|30|23|22|29|37|32|23|30|25|25|21|25|28|28|19|20|24|22|20|18|22|16|11|4|6|15|16|15|1|1|14|23|13|18|19|14|14|15|10|7|0|0|8|11|5|9|15|13|7|10|17|20|15|14|15|16|16|12|2|0|0|0|4|10|12|4|5|11|11|5|5|13|10|5|1|6|8|6|9|12|6|8|1|0|0|0|0|0|4|2|0|0|0|0|0|0|0|0|0
SC|20|9|6|9|20|22|30|37|35|26|16|7|4|8|5|11|4|1|9|5|7|5|12|10|9|9|21|23|22|22|14|9|7|12|26|20|14|9|5|9|23|12|2|8|13|13|18|13|12|7|8|8|5|1|1|1|16|14|5|1|8|17|20|17|13|6|3|8|7|17|23|27|21|29|28|21|11|13|13|3|4|13|8|4|1|0|0|0|1|0|1|2|2|0|2|5|10|12|8|4|1|0|0|0|0|0|0|1|0|0|0|0|2|5|1|0|0|0|0|0|0|0|0|1|3|5|6|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
SD|45|44|58|66|67|61|62|54|48|48|58|57|56|51|47|45|43|36|33|31|33|35|37|38|42|45|45|37|31|29|34|45|52|52|43|44|39|48|56|46|31|28|31|29|30|27|21|21|21|17|16|14|20|36|41|43|40|35|38|38|40|34|25|18|15|29|32|39|50|48|43|50|45|33|23|24|25|13|20|31|28|23|22|25|24|20|21|20|23|21|19|16|20|19|22|23|14|7|13|29|22|19|15|9|10|16|17|15|20|18|18|15|11|12|29|30|27|27|24|23|20|18|15|12|6|4|0|2|9|8|10|4|1|2|2|3|9|16|19|21|16|15|14|12|8|6|6|4|9|9|8|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|2|1|0|0|0|4|8|6
TN|20|12|9|26|35|42|48|48|39|24|12|5|14|11|12|9|9|15|14|8|8|9|15|19|15|24|28|27|29|26|17|16|23|28|32|25|17|11|9|30|23|15|3|22|25|22|24|17|18|10|8|9|6|4|2|18|25|20|10|4|21|25|20|17|11|8|15|11|18|28|26|28|31|35|31|22|12|19|10|4|13|12|7|2|2|2|4|2|1|8|10|5|6|0|2|15|15|14|7|3|0|1|0|0|0|0|0|1|0|0|0|4|11|7|2|0|2|0|0|0|3|4|3|6|11|11|10|5|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|2|5|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
TX|5|3|8|21|20|33|36|30|14|3|1|1|8|11|8|5|9|10|7|4|4|6|8|4|7|18|20|18|14|9|6|3|11|16|14|4|1|1|2|10|5|0|1|5|10|14|13|8|1|1|2|2|1|0|4|14|10|2|1|3|11|10|10|3|0|2|3|0|1|2|12|9|10|9|2|0|0|0|0|0|0|0|1|2|0|1|1|1|1|0|1|2|1|1|4|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|1|0|0|1|0|1|4|1|0|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
UT|42|39|40|36|45|61|58|39|26|30|27|34|37|37|40|42|46|43|39|35|34|38|33|38|43|43|49|49|47|46|42|37|35|31|26|26|24|22|21|17|15|25|32|33|31|29|25|26|21|22|22|15|27|36|38|42|40|33|39|35|32|28|21|17|35|31|21|17|16|17|17|17|12|10|10|10|7|8|7|6|11|20|19|19|22|21|21|20|17|20|17|19|26|27|23|14|9|13|26|22|20|12|6|18|20|14|9|10|15|17|20|18|13|18|20|19|21|28|23|19|15|12|12|8|2|1|2|6|7|7|4|1|12|13|11|13|22|25|20|14|11|8|4|1|7|8|9|6|3|1|0|0|1|0|0|0|0|0|0|0|1|0|3|10|5|0|0|0|0|0|0|0|0|0|0|0
VA|22|22|19|15|33|33|43|50|49|39|24|10|10|25|23|23|18|12|21|22|18|17|17|21|15|14|27|27|28|32|25|23|22|31|35|27|19|10|5|22|35|19|8|22|27|22|29|24|15|10|11|17|14|5|4|4|24|23|13|4|16|28|31|31|25|13|9|9|17|31|30|31|30|38|34|29|20|22|22|14|18|28|17|5|8|3|3|5|15|12|10|13|11|2|4|6|18|17|12|5|0|1|4|5|1|0|1|4|9|0|0|3|13|13|8|1|0|0|0|0|0|1|4|8|2|9|12|13|13|5|6|12|9|3|2|1|0|0|0|0|2|0|4|4|2|1|0|0|0|0|0|0|0|0|0|0|0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VT|39|40|38|30|43|46|54|58|60|46|33|22|31|51|46|43|40|38|31|32|28|30|33|34|35|30|33|35|35|44|51|46|42|45|46|41|44|41|32|47|59|51|47|44|44|41|40|41|35|29|33|38|29|18|22|16|34|31|27|18|28|46|58|53|45|36|23|31|39|61|57|52|51|48|45|43|44|41|35|34|43|45|41|33|39|34|25|29|30|33|31|24|26|29|24|26|25|28|22|10|6|14|19|22|17|6|12|21|22|18|20|20|16|17|20|13|5|0|3|22|14|11|17|18|20|11|14|24|24|21|16|12|14|19|13|7|0|0|0|12|12|15|8|5|9|12|7|4|9|10|3|7|14|12|9|11|13|6|3|2|0|0|0|0|4|5|6|0|0|0|0|1|1|0|0|1
WA|36|38|42|41|43|41|41|36|32|34|39|42|43|39|36|34|29|24|25|27|26|27|28|32|30|27|27|27|27|28|29|35|34|35|30|31|33|35|35|26|24|27|28|26|25|22|19|21|26|25|25|25|27|30|30|32|31|32|30|26|25|23|27|29|29|30|28|26|20|22|19|19|16|17|21|25|21|25|24|20|19|20|21|21|23|20|21|18|19|20|18|20|22|19|18|15|16|21|21|21|20|19|18|21|19|17|16|14|17|17|14|14|17|18|17|16|19|18|18|17|20|15|7|2|10|17|15|14|11|8|11|17|18|17|19|19|16|11|8|6|3|0|1|12|10|5|1|0|2|9|5|7|5|8|9|9|4|1|8|11|12|9|10|10|11|12|8|9|6|2|2|6|5|2|0|0
WI|39|36|33|58|63|65|62|58|49|36|45|49|57|50|47|44|36|31|31|30|25|27|28|30|31|35|39|41|41|48|41|39|54|53|48|42|38|37|44|53|41|33|29|32|30|38|36|24|20|19|20|15|14|23|33|43|36|33|29|31|41|47|41|28|18|20|28|34|45|48|45|44|48|45|39|34|29|28|23|27|38|33|22|27|25|23|20|27|28|23|20|22|21|15|23|22|22|15|8|7|24|21|20|15|6|5|15|13|14|17|17|16|13|13|8|8|23|23|24|24|20|20|19|16|15|15|18|18|17|10|9|8|4|7|4|0|0|4|20|17|13|9|10|12|6|5|3|2|5|8|5|5|0|0|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|1|2|1|0|0|2|6
WV|28|21|17|23|40|46|51|53|47|35|21|13|22|27|26|21|16|20|21|17|15|16|18|25|17|25|34|31|32|35|30|27|30|38|40|33|21|15|12|35|35|24|12|28|28|28|32|22|18|19|14|13|14|8|4|13|29|27|18|13|26|33|36|27|25|15|17|15|27|37|36|30|35|43|38|36|27|26|23|21|26|25|15|6|7|5|7|9|10|12|19|14|12|7|6|14|26|20|12|6|2|5|8|4|2|1|2|5|6|0|0|13|14|14|8|0|0|0|0|0|0|5|11|10|4|15|15|17|17|7|5|10|7|4|4|1|0|0|0|0|0|0|7|5|5|1|1|0|0|0|0|0|1|1|0|1|1|7|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
WY|45|51|59|59|67|69|61|46|33|36|45|51|49|47|48|48|47|42|38|38|41|40|39|45|50|50|53|46|38|33|35|45|52|50|40|31|29|36|41|30|21|26|37|36|35|30|25|24|22|22|24|20|27|38|45|49|48|43|44|42|39|31|26|24|34|36|28|26|26|27|25|29|21|16|15|20|13|13|17|21|17|20|21|21|23|22|25|22|20|25|24|25|29|31|28|20|14|15|25|27|23|18|11|15|21|21|17|18|19|21|26|21|15|19|26|26|27|31|31|25|23|20|19|13|8|4|4|13|12|14|11|6|6|12|10|13|18|28|27|21|18|18|15|8|13|18|15|12|12|9|5|2|4|4|1|0|2|0|0|1|3|4|2|12|7|4|2|5|5|2|0|0|1|9|7|4
